acc,biosample,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,platform,instrument,bioproject,avgspotlen,mbases,collection_date_sam
ERR209309,SAMEA2042436,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,129,484,
ERR479394,SAMEA2466898,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,145,1300,
ERR209663,SAMEA2041939,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,135,4149,
SRR1215993,SAMN02674595,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,878,
SRR2188979,SAMN02333948,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,564,
SRR2191153,SAMN02334004,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,591,
SRR2191947,SAMN02334038,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,667,
ERR8054978,SAMEA10741742,,,ILLUMINA,unspecified,PRJEB45799,298,7315,
SRR2188769,SAMN02333940,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,552,
SRR1765648,SAMN02674697,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,1420,
SRR341612,SAMN00715162,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA422434,148,2571,
SRR2188978,SAMN02334039,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,610,
ERR1137706,SAMEA3664634,,,ILLUMINA,NextSeq 500,PRJEB11532,74,351,
SRR2199625,SAMN02334052,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,546,
SRR2232326,SAMN02334133,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,638,
SRR2247680,SAMN02334123,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,551,
SRR2237464,SAMN02334112,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,598,
ERR209174,SAMEA2042205,,,ILLUMINA,Illumina Genome Analyzer II,PRJEB1220,133,1098,
SRR2187657,SAMN02334005,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,510,
ERR209164,SAMEA2042200,,,ILLUMINA,Illumina Genome Analyzer II,PRJEB1220,119,1247,
ERR321606,SAMEA2145365,,,ILLUMINA,Illumina HiSeq 2000,PRJEB4336,180,8645,
ERR1137775,SAMEA3665309,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,194,373,
ERR504977,SAMEA2531406,,,ILLUMINA,Illumina HiSeq 2000,PRJEB5224,165,2732,
SRR2249519,SAMN02334021,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,591,
SRR2188774,SAMN02333985,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,627,
ERR209676,SAMEA2042010,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,135,649,
ERR8052082,SAMEA10741233,,,ILLUMINA,unspecified,PRJEB45799,298,2581,
ERR1137806,SAMEA3665317,,,ILLUMINA,NextSeq 500,PRJEB11532,158,479,
SRR2194630,SAMN02333998,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,622,
ERR1137063,SAMEA3665001,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,197,3085,
ERR8056555,SAMEA10741808,,,ILLUMINA,unspecified,PRJEB45799,300,11042,
ERR1136732,SAMEA3664529,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,197,2694,
ERR260269,SAMEA1906494,,,ILLUMINA,Illumina HiSeq 2000,PRJEB1786,192,966,
ERR1137971,SAMEA3665329,,,ILLUMINA,NextSeq 500,PRJEB11532,79,288,
SRR2188781,SAMN02333984,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,548,
ERR1136773,SAMEA3664570,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,198,3813,
ERR527030,SAMEA2582002,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6337,200,2305,
SRR2228529,SAMN02334087,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,659,
SRR2231686,SAMN02334002,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,522,
SRR2220863,SAMN02334076,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,673,
ERR8054584,SAMEA10741728,,,ILLUMINA,unspecified,PRJEB45799,300,9846,
SRR2249385,SAMN02334123,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,683,
ERR1137507,SAMEA3665162,,,ILLUMINA,NextSeq 500,PRJEB11532,158,2950,
ERR1136826,SAMEA3664624,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,197,4276,
SRR059852,SAMN00042702,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,202,7418,
SRR1765592,SAMN02674698,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,698,
SRR2193533,SAMN02334054,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,556,
SRR1215699,SAMN02675044,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,702,
ERR414756,SAMEA2338845,,,ILLUMINA,Illumina HiSeq 2000,PRJEB5224,78,96,
SRR341618,SAMN00715168,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA422434,148,2403,
ERR1136849,SAMEA3664647,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,198,3599,
SRR1219486,SAMN02675049,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,782,
ERR414273,SAMEA2338658,,,ILLUMINA,Illumina HiSeq 2000,PRJEB5224,162,5189,
ERR414734,SAMEA2338823,,,ILLUMINA,Illumina HiSeq 2000,PRJEB5224,70,198,
ERR479448,SAMEA2467061,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,172,1676,
ERR1137043,SAMEA3664981,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,197,3255,
SRR2193925,SAMN02333961,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,536,
SRR2194122,SAMN02333981,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,665,
SRR2248401,SAMN02334078,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,676,
SRR2251491,SAMN02334123,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,677,
ERR1137264,SAMEA3664938,,,ILLUMINA,NextSeq 500,PRJEB11532,158,2820,
ERR480850,SAMEA2466917,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,70,234,
SRR2199242,SAMN02334057,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,722,
ERR260175,SAMEA1906522,,,ILLUMINA,Illumina HiSeq 2000,PRJEB1786,202,3201,
SRR413758,SAMN00792103,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA422434,180,3279,
ERR414342,SAMEA2338723,,,ILLUMINA,Illumina HiSeq 2000,PRJEB5224,159,5573,
SRR1213990,SAMN02675044,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,686,
ERR480618,SAMEA2466953,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,69,187,
SRR2227569,SAMN02334087,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,649,
ERR527039,SAMEA2582011,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6337,200,1501,
ERR1137379,SAMEA3665115,,,ILLUMINA,NextSeq 500,PRJEB11532,158,1932,
SRR1765534,SAMN02674599,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,751,
ERR210047,SAMEA2042296,,,ILLUMINA,Illumina Genome Analyzer II,PRJEB1220,55,217,
ERR1137357,SAMEA3665004,,,ILLUMINA,NextSeq 500,PRJEB11532,158,1659,
ERR1136977,SAMEA3664915,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,196,1789,
SRR1215919,SAMN02675046,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,452,
ERR209623,SAMEA2043048,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,136,3477,
SRR2191446,SAMN02333960,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,470,
SRR2244466,SAMN02334139,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,716,
ERR260251,SAMEA1906460,,,ILLUMINA,Illumina HiSeq 2000,PRJEB1786,202,2503,
SRR2191090,SAMN02333943,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,731,
SRR2194052,SAMN02334038,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,646,
ERR478964,SAMEA2466965,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,179,1898,
ERR1136623,SAMEA3664881,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,195,1705,
ERR527016,SAMEA2581988,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6337,200,2090,
SRR2193559,SAMN02334027,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,530,
SRR2192800,SAMN02334039,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,591,
ERR209302,SAMEA1965384,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,127,899,
SRR2191159,SAMN02333946,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,610,
SRR2227581,SAMN02334135,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,558,
SRR2188721,SAMN02334022,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,678,
SRR1765523,SAMN02674697,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,1328,
ERR8155343,SAMEA10740538,,,ILLUMINA,unspecified,PRJEB45799,301,21945,
ERR8156913,SAMEA10740476,,,ILLUMINA,unspecified,PRJEB45799,299,26437,
SRR2191466,SAMN02333985,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,673,
ERR480646,SAMEA2467037,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,74,84,
SRR2188522,SAMN02334040,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,536,
SRR2193644,SAMN02334039,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,588,
ERR209239,SAMEA2042392,,,ILLUMINA,Illumina Genome Analyzer II,PRJEB1220,113,694,
ERR480809,SAMEA2467040,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,73,88,
ERR1136751,SAMEA3664548,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,197,1903,
ERR1137307,SAMEA3664966,,,ILLUMINA,NextSeq 500,PRJEB11532,158,1779,
SRR1765533,SAMN02674693,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,682,
ERR209641,SAMEA2041923,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,134,698,
SRR1765343,SAMN02674601,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,279,
SRR2195856,SAMN02334053,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,615,
ERR528309,SAMEA2582167,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6337,200,1164,
SRR061234,SAMN00071040,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,200,6416,
SRR2193840,SAMN02334043,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,550,
ERR209746,SAMEA1963786,,,ILLUMINA,Illumina HiSeq 2000,PRJEB1220,158,3601,
ERR8053221,SAMEA10741668,,,ILLUMINA,unspecified,PRJEB45799,300,10806,
SRR2194910,SAMN02334056,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,510,
SRR2236785,SAMN02334069,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,703,
SRR2191094,SAMN02334054,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,544,
SRR1765570,SAMN02674694,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,314,
ERR414438,SAMEA2338809,,,ILLUMINA,Illumina HiSeq 2000,PRJEB5224,164,3511,
ERR209181,SAMEA2042288,,,ILLUMINA,Illumina Genome Analyzer II,PRJEB1220,110,675,
ERR527196,SAMEA2582074,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6337,200,4835,
SRR2228507,SAMN02334113,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,628,
SRR2194125,SAMN02333999,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,525,
SRR1765562,SAMN02674601,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,282,
ERR1137941,SAMEA3665319,,,ILLUMINA,NextSeq 500,PRJEB11532,79,143,
SRR2187396,SAMN02334051,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,503,
ERR210352,SAMEA2042654,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,67,86,
SRR2228781,SAMN02334113,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,631,
SRR2237716,SAMN02334069,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,705,
SRR2193980,SAMN02334002,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,566,
SRR2191924,SAMN02334055,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,577,
SRR2221428,SAMN02334076,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,677,
ERR1136625,SAMEA3664883,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,195,2431,
ERR209438,SAMEA2042563,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,137,424,
SRR2187659,SAMN02334005,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,513,
ERR260255,SAMEA1906551,,,ILLUMINA,Illumina HiSeq 2000,PRJEB1786,202,1999,
ERR479473,SAMEA2467056,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,173,1252,
ERR480792,SAMEA2467020,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,73,75,
ERR1137537,SAMEA3665182,,,ILLUMINA,NextSeq 500,PRJEB11532,158,1691,
SRR2193790,SAMN02333999,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,519,
SRR2193820,SAMN02333986,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,580,
ERR1136611,SAMEA3664858,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,196,920,
ERR1137125,SAMEA3664821,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,196,2222,
SRR2193955,SAMN02333939,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,668,
SRR2193352,SAMN02333979,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,661,
SRR2221970,SAMN02334092,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,553,
ERR480467,SAMEA2467013,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,73,93,
ERR1137219,SAMEA3664763,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,195,1361,
SRR062350,SAMN00040035,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,200,6494,
SRR2231770,SAMN02334001,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,500,
ERR209496,SAMEA2042653,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,124,2242,
SRR2237362,SAMN02334102,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,718,
ERR480977,SAMEA2467055,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,73,87,
ERR1137936,SAMEA3665306,,,ILLUMINA,NextSeq 500,PRJEB11532,79,130,
ERR480817,SAMEA2466981,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,75,102,
ERR1137511,SAMEA3665166,,,ILLUMINA,NextSeq 500,PRJEB11532,158,4050,
SRR2222804,SAMN02334136,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,655,
SRR2250515,SAMN02333986,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,525,
SRR2222236,SAMN02334117,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,701,
ERR1137418,SAMEA3664751,,,ILLUMINA,NextSeq 500,PRJEB11532,158,1344,
SRR1765371,SAMN02674693,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,568,
ERR1137334,SAMEA3664796,,,ILLUMINA,NextSeq 500,PRJEB11532,158,876,
SRR2191482,SAMN02333965,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,673,
SRR2194608,SAMN02333923,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,513,
SRR2193367,SAMN02334056,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,498,
ERR1137953,SAMEA3665322,,,ILLUMINA,NextSeq 500,PRJEB11532,79,132,
ERR528295,SAMEA2582153,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6337,200,2685,
ERR209490,SAMEA2042650,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,138,479,
ERR1137426,SAMEA3664788,,,ILLUMINA,NextSeq 500,PRJEB11532,158,1872,
ERR1137081,SAMEA3664777,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,196,1793,
SRR2188006,SAMN02334053,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,605,
ERR480696,SAMEA2466954,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,71,241,
SRR2237449,SAMN02334054,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,495,
SRR2228508,SAMN02334056,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,477,
SRR2188982,SAMN02334022,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,680,
SRR2187578,SAMN02334024,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,548,
SRR2193560,SAMN02334043,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,555,
ERR1137120,SAMEA3664816,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,195,1824,
SRR2191952,SAMN02334055,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,577,
SRR2191146,SAMN02333998,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,564,
ERR209362,SAMEA2042495,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,135,389,
SRR2246417,SAMN02333920,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,572,
SRR2228506,SAMN02334113,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,637,
SRR1211172,SAMN02675048,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,714,
SRR1047218,SAMN00998869,,,ILLUMINA,Illumina HiSeq 2000,PRJNA63661,202,278,
SRR2188742,SAMN02333942,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,719,
SRR2193799,SAMN02333967,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,588,
SRR2227956,SAMN02334087,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,653,
SRR2189661,SAMN02333945,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,600,
SRR2191475,SAMN02333947,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,601,
ERR479188,SAMEA2466958,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,168,1492,
ERR525831,SAMEA2580048,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6456,199,3514,
ERR8449972,SAMEA10740809,,,ILLUMINA,unspecified,PRJEB45799,294,4220,
SRR1215844,SAMN02675049,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,749,
ERR1137635,SAMEA3665253,,,ILLUMINA,NextSeq 500,PRJEB11532,158,2821,
SRR2188421,SAMN02333983,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,589,
SRR2250806,SAMN02334117,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,692,
ERR209614,SAMEA2043040,,,ILLUMINA,Illumina Genome Analyzer II,PRJEB1220,108,1081,
ERR209727,SAMEA2042223,,,ILLUMINA,Illumina HiSeq 2000,PRJEB1220,169,2424,
SRR2187673,SAMN02333926,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,697,
SRR1765350,SAMN02674697,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,1204,
ERR1137072,SAMEA3665010,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,196,2313,
SRR2193908,SAMN02334028,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,592,
SRR2250276,SAMN02334087,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,553,
ERR479460,SAMEA2467059,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,172,1623,
SRR059985,SAMN00070004,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,190,5505,
SRR2193581,SAMN02333966,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,622,
ERR532388,SAMEA2582136,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6337,200,11325,
ERR321565,SAMEA2155902,,,ILLUMINA,Illumina HiSeq 2000,PRJEB4336,180,8364,
SRR2187667,SAMN02333967,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,628,
ERR481047,SAMEA2467043,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,74,83,
SRR066421,SAMN00069909,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,200,14740,
ERR210030,SAMEA2042287,,,ILLUMINA,Illumina Genome Analyzer II,PRJEB1220,55,474,
ERR209696,SAMEA2042106,,,ILLUMINA,Illumina HiSeq 2000,PRJEB1220,169,2101,
SRR2231748,SAMN02333967,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,558,
ERR209776,SAMEA2042443,,,ILLUMINA,Illumina HiSeq 2000,PRJEB1220,165,2090,
SRR2188989,SAMN02334021,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,634,
SRR2250045,SAMN02334102,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,728,
ERR479245,SAMEA2466968,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,162,1699,
ERR1137510,SAMEA3665165,,,ILLUMINA,NextSeq 500,PRJEB11532,158,3185,
ERR1137351,SAMEA3664994,,,ILLUMINA,NextSeq 500,PRJEB11532,158,856,
ERR479437,SAMEA2467063,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,175,1358,
ERR1137864,SAMEA3665336,,,ILLUMINA,NextSeq 500,PRJEB11532,74,267,
SRR059412,SAMN00033491,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,202,6913,
ERR1137429,SAMEA3664793,,,ILLUMINA,NextSeq 500,PRJEB11532,158,945,
ERR480733,SAMEA2466986,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,62,153,
ERR1136696,SAMEA3664493,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,196,2821,
SRR062012,SAMN00039531,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,202,7868,
SRR2194651,SAMN02334059,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,667,
SRR1215885,SAMN02674887,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,823,
ERR1137424,SAMEA3664770,,,ILLUMINA,NextSeq 500,PRJEB11532,158,1321,
ERR414308,SAMEA2338691,,,ILLUMINA,Illumina HiSeq 2000,PRJEB5224,161,6097,
SRR2188461,SAMN02333999,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,508,
ERR321612,SAMEA1967319,,,ILLUMINA,Illumina HiSeq 2000,PRJEB4336,180,6972,
SRR2189882,SAMN02333945,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,596,
ERR1137789,SAMEA3665323,,,ILLUMINA,NextSeq 500,PRJEB11532,158,583,
ERR209681,SAMEA2042012,,,ILLUMINA,Illumina Genome Analyzer II,PRJEB1220,121,843,
ERR209791,SAMEA2042452,,,ILLUMINA,Illumina HiSeq 2000,PRJEB1220,162,1924,
ERR414305,SAMEA2338688,,,ILLUMINA,Illumina HiSeq 2000,PRJEB5224,160,5050,
SRR1046204,SAMN01828429,,,ILLUMINA,Illumina HiSeq 2000,PRJNA63661,202,356,
SRR2225824,SAMN02334146,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,607,
SRR2187665,SAMN02334005,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,523,
ERR1136996,SAMEA3664934,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,196,1465,
ERR1137733,SAMEA3665338,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,195,788,
ERR1137278,SAMEA3664764,,,ILLUMINA,NextSeq 500,PRJEB11532,158,2468,
SRR2225847,SAMN02334146,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,735,
ERR1110333,SAMEA3646677,,,ILLUMINA,NextSeq 500,PRJEB11532,158,7228,
ERR479111,SAMEA2466972,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,177,1377,
ERR1137871,SAMEA3665345,,,ILLUMINA,NextSeq 500,PRJEB11532,74,229,
ERR1136904,SAMEA3664702,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,193,4484,
ERR209768,SAMEA2042440,,,ILLUMINA,Illumina HiSeq 2000,PRJEB1220,162,1746,
SRR2199632,SAMN02333981,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,653,
SRR1212150,SAMN02674887,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,755,
ERR209443,SAMEA2042566,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,127,1926,
ERR8157882,SAMEA10740487,,,ILLUMINA,unspecified,PRJEB45799,300,28201,
SRR2193983,SAMN02333924,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,577,
SRR1219488,SAMN02675119,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,210,
SRR2226901,SAMN02334145,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,636,
SRR2188750,SAMN02333985,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,627,
ERR479429,SAMEA2467065,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,175,1288,
ERR1137856,SAMEA3665331,,,ILLUMINA,NextSeq 500,PRJEB11532,74,303,
SRR1214484,SAMN02675206,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,290,
SRR2222136,SAMN02334114,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,712,
ERR1136795,SAMEA3664592,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,197,3311,
SRR1215976,SAMN02675046,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,498,
ERR260260,SAMEA1906481,,,ILLUMINA,Illumina HiSeq 2000,PRJEB1786,202,3874,
ERR1137420,SAMEA3664753,,,ILLUMINA,NextSeq 500,PRJEB11532,158,1590,
SRR2225738,SAMN02334074,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,563,
ERR480917,SAMEA2467066,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,76,124,
SRR059413,SAMN00033491,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,202,7127,
SRR061190,SAMN00063420,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,200,3686,
ERR8056546,SAMEA10741816,,,ILLUMINA,unspecified,PRJEB45799,299,5998,
SRR2193798,SAMN02333967,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,602,
SRR2247360,SAMN02334117,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,679,
ERR209554,SAMEA2042837,,,ILLUMINA,Illumina Genome Analyzer II,PRJEB1220,118,1022,
SRR059356,SAMN00042087,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,202,7127,
